accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.6335835456848145,0.713631808757782,9.999999747378752e-05,0.7570375800132751,0.3063803017139435,0.6879432797431946,0.7551181316375732,0.8467838168144226,0.5334428548812866,0.43347638845443726,0.8112449645996094
0.7157353162765503,0.8085683584213257,9.999999747378752e-05,0.6200141310691833,0.3850054442882538,0.7539007067680359,0.7834645509719849,0.8518795967102051,0.5007469654083252,0.46666666865348816,0.7309237122535706
0.7376980781555176,0.8257699012756348,9.999999747378752e-05,0.5943902730941772,0.4084452986717224,0.7546099424362183,0.7732283473014832,0.8588654398918152,0.5171249508857727,0.4532374143600464,0.759036123752594
0.7413122057914734,0.8340699672698975,9.999999747378752e-05,0.580573320388794,0.4148092269897461,0.778723418712616,0.7905511856079102,0.8587198853492737,0.4996188282966614,0.47757256031036377,0.7269076108932495
0.7595218420028687,0.8485525846481323,9.999999747378752e-05,0.5600569844245911,0.4368587136268616,0.785106360912323,0.7763779759407043,0.8670843839645386,0.5126118063926697,0.45823389291763306,0.7710843086242676
0.7556297183036804,0.8470425605773926,9.999999747378752e-05,0.5607969164848328,0.4316037595272064,0.778723418712616,0.7881889939308167,0.8673125505447388,0.4997900724411011,0.4752475321292877,0.7710843086242676
0.7639699578285217,0.8603956699371338,9.999999747378752e-05,0.5364303588867188,0.44366195797920227,0.8042553067207336,0.7952755689620972,0.8700817227363586,0.49080026149749756,0.4862155318260193,0.7791164517402649
0.7743953466415405,0.8700963258743286,9.999999747378752e-05,0.5212148427963257,0.45808735489845276,0.8255318999290466,0.7944881916046143,0.8728115558624268,0.4844071567058563,0.4845360815525055,0.7550200819969177
0.7745343446731567,0.8694533109664917,9.999999747378752e-05,0.5208232402801514,0.45736122131347656,0.806382954120636,0.787401556968689,0.874121367931366,0.49757811427116394,0.4740740656852722,0.7710843086242676
0.7832916378974915,0.8788758516311646,9.999999747378752e-05,0.5076062083244324,0.4698013663291931,0.8219858407974243,0.7937008142471313,0.8750772476196289,0.48088017106056213,0.4833759665489197,0.759036123752594
0.7846816778182983,0.8822968006134033,9.999999747378752e-05,0.5003463625907898,0.4722333252429962,0.8382978439331055,0.800000011920929,0.8730416297912598,0.47922223806381226,0.4932975769042969,0.7389557957649231
0.7881568074226379,0.8821225762367249,9.999999747378752e-05,0.5017135739326477,0.47652387619018555,0.8205673694610596,0.8062992095947266,0.8772838115692139,0.47393476963043213,0.5041095614433289,0.7389557957649231
0.7853767275810242,0.8829489946365356,9.999999747378752e-05,0.4987352192401886,0.472852498292923,0.827659547328949,0.7944881916046143,0.8782023191452026,0.4789144694805145,0.4845360815525055,0.7550200819969177
0.7980261445045471,0.8941097259521484,9.999999747378752e-05,0.48048192262649536,0.49108994007110596,0.8404255509376526,0.7779527306556702,0.873954176902771,0.4942711889743805,0.4602409601211548,0.7670682668685913
0.795663058757782,0.8939652442932129,9.999999747378752e-05,0.48196396231651306,0.48762375116348267,0.8382978439331055,0.7811023592948914,0.878568172454834,0.49872416257858276,0.4663573205471039,0.8072289228439331
0.7992771863937378,0.9023044109344482,1.9999999494757503e-05,0.4693502187728882,0.49307817220687866,0.8588652610778809,0.786614179611206,0.8784717321395874,0.48607221245765686,0.4731707274913788,0.7791164517402649
0.8028913140296936,0.9022075533866882,1.9999999494757503e-05,0.47028496861457825,0.49832776188850403,0.8453900814056396,0.7881889939308167,0.8783400058746338,0.4862407445907593,0.47549018263816833,0.7791164517402649
0.8019182682037354,0.9035894274711609,1.9999999494757503e-05,0.46755218505859375,0.496957391500473,0.868794322013855,0.787401556968689,0.8795632719993591,0.4793090224266052,0.473417729139328,0.7510040402412415
0.8058103919029236,0.903009295463562,3.999999989900971e-06,0.46820491552352905,0.502720832824707,0.8517730236053467,0.7881889939308167,0.8796616792678833,0.4790811836719513,0.4746192991733551,0.7510040402412415
0.8003892302513123,0.9019883871078491,3.999999989900971e-06,0.47063949704170227,0.4946013391017914,0.8446808457374573,0.7937008142471313,0.8796419501304626,0.47677525877952576,0.48329049348831177,0.7550200819969177
0.6909924745559692,0.7391294240951538,9.999999747378752e-06,0.6785174012184143,0.340900182723999,0.6177304983139038,0.7551181316375732,0.8456745743751526,0.5439670085906982,0.4292237460613251,0.7550200819969177
0.713233232498169,0.8028008341789246,9.999999747378752e-06,0.6092322468757629,0.3831842541694641,0.7595744729042053,0.7708661556243896,0.8536083698272705,0.5286924242973328,0.450236976146698,0.763052225112915
0.7250486612319946,0.8300102949142456,9.999999747378752e-06,0.5759447813034058,0.39806172251701355,0.7865248322486877,0.7748031616210938,0.8606433868408203,0.5152273178100586,0.4552057981491089,0.7550200819969177
0.7346400022506714,0.8366660475730896,9.999999747378752e-06,0.5706052184104919,0.408708393573761,0.7921985983848572,0.7763779759407043,0.8650370836257935,0.5069245100021362,0.4565756916999817,0.7389557957649231
0.7468723654747009,0.8465502858161926,9.999999747378752e-06,0.55661940574646,0.42397335171699524,0.8127659559249878,0.782677173614502,0.8698516488075256,0.49460190534591675,0.46547314524650574,0.7309237122535706
0.7496525049209595,0.8557599782943726,9.999999747378752e-06,0.5407984256744385,0.4279395639896393,0.8234042525291443,0.7897638082504272,0.8753387331962585,0.4865635335445404,0.4761904776096344,0.7228915691375732
0.7661940455436707,0.8690728545188904,9.999999747378752e-06,0.5239675641059875,0.4478927254676819,0.8290780186653137,0.7976378202438354,0.8784756660461426,0.4807916581630707,0.48924732208251953,0.7309237122535706
0.7752293348312378,0.8734920024871826,9.999999747378752e-06,0.5154256224632263,0.4592680037021637,0.827659547328949,0.7992125749588013,0.8800057768821716,0.4746455252170563,0.49180328845977783,0.7228915691375732
0.7764803767204285,0.8836615681648254,9.999999747378752e-06,0.5045731067657471,0.4619230628013611,0.8517730236053467,0.8031495809555054,0.8814946413040161,0.4709847867488861,0.49861496686935425,0.7228915691375732
